"ep0/time","fiery-meadow-18 - _step","fiery-meadow-18 - _step__MIN","fiery-meadow-18 - _step__MAX","fiery-meadow-18 - ep0/nusselt_obs","fiery-meadow-18 - ep0/nusselt_obs__MIN","fiery-meadow-18 - ep0/nusselt_obs__MAX"
"573","381","381","381","24.659222288835423","24.659222288835423","24.659222288835423"
"574.5","382","382","382","5.611344457388342","5.611344457388342","5.611344457388342"
"576","383","383","383","20.304328544178695","20.304328544178695","20.304328544178695"
"577.5","384","384","384","33.54697115363298","33.54697115363298","33.54697115363298"
"579","385","385","385","12.407802360775813","12.407802360775813","12.407802360775813"
"580.5","386","386","386","13.242376901842485","13.242376901842485","13.242376901842485"
"582","387","387","387","29.373765660405496","29.373765660405496","29.373765660405496"
"583.5","388","388","388","19.79250424771301","19.79250424771301","19.79250424771301"
"585","389","389","389","9.383288333763833","9.383288333763833","9.383288333763833"
"586.5","390","390","390","23.006698662648084","23.006698662648084","23.006698662648084"
"588","391","391","391","32.34798341443556","32.34798341443556","32.34798341443556"
"589.5","392","392","392","10.395255374673615","10.395255374673615","10.395255374673615"
"591","393","393","393","9.642950008426755","9.642950008426755","9.642950008426755"
"592.5","394","394","394","29.935048161910313","29.935048161910313","29.935048161910313"
"594","395","395","395","20.082235312306366","20.082235312306366","20.082235312306366"
"595.5","396","396","396","11.48607920772974","11.48607920772974","11.48607920772974"
"597","397","397","397","28.376123308875307","28.376123308875307","28.376123308875307"
"598.5","398","398","398","30.200804559367107","30.200804559367107","30.200804559367107"
"600","399","399","399","7.545288598127276","7.545288598127276","7.545288598127276"
"601.5","400","400","400","15.972336182141373","15.972336182141373","15.972336182141373"
"603","401","401","401","32.612122915736634","32.612122915736634","32.612122915736634"
"604.5","402","402","402","16.98179511743029","16.98179511743029","16.98179511743029"
"606","403","403","403","8.509470956366","8.509470956366","8.509470956366"
"607.5","404","404","404","28.6246095827378","28.6246095827378","28.6246095827378"
"609","405","405","405","21.611317280260337","21.611317280260337","21.611317280260337"
"610.5","406","406","406","14.538716425312304","14.538716425312304","14.538716425312304"
"612","407","407","407","19.255769644848236","19.255769644848236","19.255769644848236"
"613.5","408","408","408","30.4002368522294","30.4002368522294","30.4002368522294"
"615","409","409","409","10.438308719509696","10.438308719509696","10.438308719509696"
"616.5","410","410","410","11.734923533488786","11.734923533488786","11.734923533488786"
"618","411","411","411","33.852860725713576","33.852860725713576","33.852860725713576"
"619.5","412","412","412","19.845936741686625","19.845936741686625","19.845936741686625"
"621","413","413","413","9.25141024106279","9.25141024106279","9.25141024106279"
"622.5","414","414","414","25.110639484310948","25.110639484310948","25.110639484310948"
"624","415","415","415","34.55112987544592","34.55112987544592","34.55112987544592"
"625.5","416","416","416","10.215664035446324","10.215664035446324","10.215664035446324"
"627","417","417","417","10.249171072052663","10.249171072052663","10.249171072052663"
"628.5","418","418","418","30.21195208264761","30.21195208264761","30.21195208264761"
"630","419","419","419","18.00863220170323","18.00863220170323","18.00863220170323"
"631.5","420","420","420","6.574922221913665","6.574922221913665","6.574922221913665"
"633","421","421","421","29.146506375621836","29.146506375621836","29.146506375621836"
"634.5","422","422","422","27.981041354135716","27.981041354135716","27.981041354135716"
"636","423","423","423","10.38023200495087","10.38023200495087","10.38023200495087"
"637.5","424","424","424","20.75320365830595","20.75320365830595","20.75320365830595"
"639","425","425","425","33.19238652362123","33.19238652362123","33.19238652362123"
"640.5","426","426","426","11.852658140689753","11.852658140689753","11.852658140689753"
"642","427","427","427","11.749065276643865","11.749065276643865","11.749065276643865"
"643.5","428","428","428","28.98610261065627","28.98610261065627","28.98610261065627"
"645","429","429","429","25.31933756785872","25.31933756785872","25.31933756785872"
"646.5","430","430","430","9.638595017110779","9.638595017110779","9.638595017110779"
"648","431","431","431","25.263146941757405","25.263146941757405","25.263146941757405"
"649.5","432","432","432","24.06120418544781","24.06120418544781","24.06120418544781"
"651","433","433","433","9.144920728462067","9.144920728462067","9.144920728462067"
"652.5","434","434","434","20.658162223497435","20.658162223497435","20.658162223497435"
"654","435","435","435","35.17441895064667","35.17441895064667","35.17441895064667"
"655.5","436","436","436","16.67078479340824","16.67078479340824","16.67078479340824"
"657","437","437","437","4.413354646287035","4.413354646287035","4.413354646287035"
"658.5","438","438","438","30.57730092004088","30.57730092004088","30.57730092004088"
"660","439","439","439","35.2109907720999","35.2109907720999","35.2109907720999"
"661.5","440","440","440","3.943645006291161","3.943645006291161","3.943645006291161"
"663","441","441","441","17.44347995196365","17.44347995196365","17.44347995196365"
"664.5","442","442","442","34.980858360418836","34.980858360418836","34.980858360418836"
"666","443","443","443","14.612807903896254","14.612807903896254","14.612807903896254"
"667.5","444","444","444","8.853937788989523","8.853937788989523","8.853937788989523"
"669","445","445","445","29.37101624000277","29.37101624000277","29.37101624000277"
"670.5","446","446","446","24.192563059340227","24.192563059340227","24.192563059340227"
"672","447","447","447","13.016678758174693","13.016678758174693","13.016678758174693"
"673.5","448","448","448","22.810604702796958","22.810604702796958","22.810604702796958"
"675","449","449","449","23.155068050730492","23.155068050730492","23.155068050730492"
"676.5","450","450","450","10.850332365811958","10.850332365811958","10.850332365811958"
"678","451","451","451","24.475451935136686","24.475451935136686","24.475451935136686"
"679.5","452","452","452","36.76877264681792","36.76877264681792","36.76877264681792"
"681","453","453","453","6.712656336144214","6.712656336144214","6.712656336144214"
"682.5","454","454","454","8.116878812624819","8.116878812624819","8.116878812624819"
"684","455","455","455","39.84305327393322","39.84305327393322","39.84305327393322"
"685.5","456","456","456","30.728822210219946","30.728822210219946","30.728822210219946"
"687","457","457","457","2.7915015190535426","2.7915015190535426","2.7915015190535426"
"688.5","458","458","458","20.145383121974273","20.145383121974273","20.145383121974273"
"690","459","459","459","34.42306751828478","34.42306751828478","34.42306751828478"
"691.5","460","460","460","15.591314951514574","15.591314951514574","15.591314951514574"
"693","461","461","461","12.041116273598583","12.041116273598583","12.041116273598583"
"694.5","462","462","462","32.85105068495442","32.85105068495442","32.85105068495442"
"696","463","463","463","18.945836090033335","18.945836090033335","18.945836090033335"
"697.5","464","464","464","9.224746264425844","9.224746264425844","9.224746264425844"
"699","465","465","465","28.11108649990161","28.11108649990161","28.11108649990161"
