"cell_dist","time","episode"
"3.141592653589793","1.5","0"
"0","3","0"
"2.8143434188408563","4.5","0"
"3.0761428066400054","6","0"
"3.076142806640006","7.5","0"
"2.879793265790643","9","0"
"3.076142806640005","10.5","0"
"3.1415926535897927","12","0"
"3.010692959690218","13.5","0"
"2.945243112740431","15","0"
"2.945243112740431","16.5","0"
"3.076142806640005","18","0"
"0","19.5","0"
"3.1415926535897927","21","0"
"3.1415926535897927","22.5","0"
"2.9452431127404313","24","0"
"2.945243112740431","25.5","0"
"3.076142806640006","27","0"
"0","28.5","0"
"0","30","0"
"3.0761428066400063","31.5","0"
"3.141592653589793","33","0"
"3.141592653589793","34.5","0"
"3.0106929596902186","36","0"
"3.141592653589793","37.5","0"
"0","39","0"
"0","40.5","0"
"3.076142806640006","42","0"
"3.141592653589793","43.5","0"
"3.1415926535897927","45","0"
"2.945243112740431","46.5","0"
"3.076142806640006","48","0"
"3.010692959690218","49.5","0"
"0","51","0"
"3.076142806640006","52.5","0"
"3.076142806640006","54","0"
"3.0106929596902186","55.5","0"
"0","57","0"
"3.1415926535897927","58.5","0"
"0","60","0"
"0","61.5","0"
"3.0761428066400063","63","0"
"3.010692959690218","64.5","0"
"0","66","0"
"2.945243112740431","67.5","0"
"3.1415926535897927","69","0"
"0","70.5","0"
"0","72","0"
"3.0761428066400063","73.5","0"
"3.1415926535897927","75","0"
"0","76.5","0"
"2.9452431127404304","78","0"
"0","79.5","0"
"0","81","0"
"0","82.5","0"
"3.0761428066400063","84","0"
"3.1415926535897927","85.5","0"
"3.0106929596902177","87","0"
"2.8797932657906435","88.5","0"
"3.076142806640006","90","0"
"0","91.5","0"
"0","93","0"
"3.010692959690218","94.5","0"
"3.0761428066400063","96","0"
"3.076142806640006","97.5","0"
"2.945243112740431","99","0"
"3.1415926535897927","100.5","0"
"3.010692959690218","102","0"
"0","103.5","0"
"3.1415926535897927","105","0"
"0","106.5","0"
"3.0106929596902177","108","0"
"0","109.5","0"
"3.076142806640006","111","0"
"3.0761428066400063","112.5","0"
"0","114","0"
"0","115.5","0"
"3.1415926535897927","117","0"
"0","118.5","0"
"3.1415926535897927","120","0"
"3.141592653589793","121.5","0"
"3.076142806640006","123","0"
"0","124.5","0"
"3.0761428066400063","126","0"
"3.1415926535897927","127.5","0"
"0","129","0"
"0","130.5","0"
"3.1415926535897927","132","0"
"3.141592653589793","133.5","0"
"0","135","0"
"3.010692959690218","136.5","0"
"0","138","0"
"2.945243112740431","139.5","0"
"2.9452431127404304","141","0"
"0","142.5","0"
"3.0761428066400054","144","0"
"0","145.5","0"
"3.0761428066400063","147","0"
"0","148.5","0"
"0","150","0"
"0","151.5","0"
"2.814343418840856","153","0"
"3.141592653589793","154.5","0"
"3.010692959690219","156","0"
"0","157.5","0"
"3.076142806640006","159","0"
"0","160.5","0"
"0","162","0"
"0","163.5","0"
"2.945243112740431","165","0"
"3.076142806640006","166.5","0"
"0","168","0"
"3.1415926535897927","169.5","0"
"0","171","0"
"0","172.5","0"
"0","174","0"
"3.1415926535897927","175.5","0"
"3.0761428066400054","177","0"
"0","178.5","0"
"3.076142806640006","180","0"
"3.0761428066400054","181.5","0"
"0","183","0"
"3.0106929596902186","184.5","0"
"3.0106929596902177","186","0"
"3.076142806640006","187.5","0"
"0","189","0"
"3.010692959690218","190.5","0"
"3.0761428066400054","192","0"
"3.0106929596902177","193.5","0"
"0","195","0"
"0","196.5","0"
"3.0106929596902186","198","0"
"0","199.5","0"
"3.141592653589793","201","0"
"3.076142806640006","202.5","0"
"0","204","0"
"2.9452431127404304","205.5","0"
"0","207","0"
"3.076142806640006","208.5","0"
"3.0106929596902186","210","0"
"3.141592653589793","211.5","0"
"3.0761428066400054","213","0"
"0","214.5","0"
"0","216","0"
"0","217.5","0"
"0","219","0"
"3.0106929596902186","220.5","0"
"0","222","0"
"3.1415926535897927","223.5","0"
"0","225","0"
"2.9452431127404304","226.5","0"
"2.814343418840856","228","0"
"2.945243112740431","229.5","0"
"3.1415926535897927","231","0"
"0","232.5","0"
"3.010692959690218","234","0"
"3.0761428066400054","235.5","0"
"0","237","0"
"0","238.5","0"
"0","240","0"
"3.0761428066400054","241.5","0"
"2.879793265790644","243","0"
"3.010692959690219","244.5","0"
"3.0106929596902177","246","0"
"0","247.5","0"
"3.141592653589793","249","0"
"0","250.5","0"
"2.9452431127404304","252","0"
"3.010692959690218","253.5","0"
"3.0761428066400054","255","0"
"0","256.5","0"
"2.683443724941281","258","0"
"0","259.5","0"
"0","261","0"
"0","262.5","0"
"3.1415926535897927","264","0"
"3.1415926535897927","265.5","0"
"3.076142806640006","267","0"
"3.076142806640006","268.5","0"
"2.945243112740431","270","0"
"3.076142806640006","271.5","0"
"3.076142806640006","273","0"
"0","274.5","0"
"2.8797932657906435","276","0"
"0","277.5","0"
"3.076142806640006","279","0"
"3.141592653589793","280.5","0"
"0","282","0"
"2.945243112740431","283.5","0"
"3.076142806640006","285","0"
"2.8797932657906435","286.5","0"
"3.0761428066400054","288","0"
"0","289.5","0"
"3.141592653589793","291","0"
"0","292.5","0"
"0","294","0"
"3.141592653589793","295.5","0"
"0","297","0"
"2.9452431127404304","298.5","0"
"0","300","0"
"3.0761428066400063","1.5","1"
"3.0761428066400063","3","1"
"0","4.5","1"
"3.0761428066400054","6","1"
"3.0761428066400054","7.5","1"
"2.9452431127404304","9","1"
"3.141592653589793","10.5","1"
"3.0106929596902186","12","1"
"3.010692959690218","13.5","1"
"0","15","1"
"3.141592653589793","16.5","1"
"3.0761428066400054","18","1"
"3.1415926535897927","19.5","1"
"3.0761428066400063","21","1"
"3.0761428066400054","22.5","1"
"3.141592653589793","24","1"
"2.945243112740431","25.5","1"
"0","27","1"
"0","28.5","1"
"0","30","1"
"3.141592653589793","31.5","1"
"3.0761428066400063","33","1"
"3.141592653589793","34.5","1"
"3.0761428066400054","36","1"
"3.1415926535897922","37.5","1"
"0","39","1"
"0","40.5","1"
"0","42","1"
"0","43.5","1"
"3.141592653589793","45","1"
"0","46.5","1"
"3.1415926535897922","48","1"
"0","49.5","1"
"0","51","1"
"0","52.5","1"
"0","54","1"
"0","55.5","1"
"0","57","1"
"3.0761428066400063","58.5","1"
"3.076142806640006","60","1"
"0","61.5","1"
"3.0106929596902186","63","1"
"3.1415926535897922","64.5","1"
"3.0761428066400054","66","1"
"3.0761428066400063","67.5","1"
"3.0761428066400054","69","1"
"3.076142806640006","70.5","1"
"3.0761428066400054","72","1"
"3.076142806640006","73.5","1"
"3.141592653589793","75","1"
"3.0106929596902186","76.5","1"
"0","78","1"
"3.076142806640006","79.5","1"
"3.0761428066400054","81","1"
"0","82.5","1"
"3.0761428066400063","84","1"
"3.141592653589793","85.5","1"
"3.0106929596902186","87","1"
"0","88.5","1"
"3.0761428066400063","90","1"
"3.141592653589793","91.5","1"
"0","93","1"
"3.1415926535897927","94.5","1"
"3.076142806640006","96","1"
"0","97.5","1"
"0","99","1"
"3.076142806640006","100.5","1"
"3.0761428066400054","102","1"
"0","103.5","1"
"0","105","1"
"3.0761428066400063","106.5","1"
"3.0761428066400063","108","1"
"0","109.5","1"
"3.076142806640006","111","1"
"3.141592653589793","112.5","1"
"3.1415926535897927","114","1"
"0","115.5","1"
"3.076142806640006","117","1"
"3.141592653589793","118.5","1"
"3.0761428066400054","120","1"
"0","121.5","1"
"3.141592653589793","123","1"
"3.0761428066400054","124.5","1"
"3.141592653589793","126","1"
"3.1415926535897927","127.5","1"
"3.1415926535897927","129","1"
"2.879793265790644","130.5","1"
"3.0106929596902186","132","1"
"3.141592653589793","133.5","1"
"3.141592653589793","135","1"
"0","136.5","1"
"3.076142806640006","138","1"
"3.0106929596902186","139.5","1"
"0","141","1"
"2.945243112740431","142.5","1"
"3.1415926535897927","144","1"
"3.0106929596902177","145.5","1"
"3.0106929596902186","147","1"
"3.0761428066400054","148.5","1"
"3.076142806640006","150","1"
"3.0761428066400063","151.5","1"
"0","153","1"
"0","154.5","1"
"3.141592653589793","156","1"
"3.141592653589793","157.5","1"
"0","159","1"
"3.0106929596902186","160.5","1"
"0","162","1"
"0","163.5","1"
"3.0761428066400054","165","1"
"0","166.5","1"
"0","168","1"
"3.076142806640006","169.5","1"
"3.076142806640006","171","1"
"3.141592653589793","172.5","1"
"3.1415926535897927","174","1"
"0","175.5","1"
"3.0761428066400054","177","1"
"0","178.5","1"
"3.0106929596902186","180","1"
"3.141592653589793","181.5","1"
"0","183","1"
"0","184.5","1"
"3.141592653589793","186","1"
"3.1415926535897927","187.5","1"
"3.141592653589793","189","1"
"3.1415926535897927","190.5","1"
"3.141592653589793","192","1"
"3.1415926535897927","193.5","1"
"3.141592653589793","195","1"
"3.0761428066400054","196.5","1"
"2.945243112740431","198","1"
"3.076142806640006","199.5","1"
"3.141592653589793","201","1"
"3.0761428066400054","202.5","1"
"0","204","1"
"3.076142806640006","205.5","1"
"3.0761428066400054","207","1"
"3.141592653589793","208.5","1"
"3.141592653589793","210","1"
"3.076142806640006","211.5","1"
"3.1415926535897927","213","1"
"3.0761428066400063","214.5","1"
"3.0761428066400063","216","1"
"0","217.5","1"
"2.8143434188408563","219","1"
"0","220.5","1"
"3.076142806640006","222","1"
"3.0106929596902186","223.5","1"
"3.0761428066400054","225","1"
"3.010692959690218","226.5","1"
"3.0106929596902186","228","1"
"0","229.5","1"
"3.1415926535897927","231","1"
"3.141592653589793","232.5","1"
"3.0761428066400063","234","1"
"3.0106929596902177","235.5","1"
"3.0761428066400054","237","1"
"0","238.5","1"
"3.076142806640006","240","1"
"0","241.5","1"
"3.0106929596902186","243","1"
"0","244.5","1"
"3.141592653589793","246","1"
"2.814343418840856","247.5","1"
"3.010692959690218","249","1"
"3.0761428066400063","250.5","1"
"3.076142806640006","252","1"
"3.076142806640006","253.5","1"
"2.552544031041707","255","1"
