"nusselt","time","episode"
"10.10669370241916","1.5","0"
"8.66973388965316","3","0"
"3.4800061747973525","4.5","0"
"5.428912107508884","6","0"
"10.12616165224772","7.5","0"
"8.62654997137711","9","0"
"3.461904785946784","10.5","0"
"5.469175636186817","12","0"
"10.146673372776384","13.5","0"
"8.582725400641127","15","0"
"3.4426748631475674","16.5","0"
"5.509284915464781","18","0"
"10.167927264539399","19.5","0"
"8.539941643747742","21","0"
"3.423787935819206","22.5","0"
"5.548582044547387","24","0"
"10.18823890437673","25.5","0"
"8.497889216277846","27","0"
"3.406622392369722","28.5","0"
"5.587768291473466","30","0"
"10.206996222784353","31.5","0"
"8.455126157387012","33","0"
"3.3907704328678894","34.5","0"
"5.62769276715722","36","0"
"10.225171040263021","37.5","0"
"8.411191197304088","39","0"
"3.3749847562551802","40.5","0"
"5.66824656068046","42","0"
"10.243701666261742","43.5","0"
"8.366935910991199","45","0"
"3.358967459137727","46.5","0"
"5.708723475908508","48","0"
"10.262318041128179","49.5","0"
"8.323173434262872","51","0"
"3.343507283255622","52.5","0"
"5.748840147330242","54","0"
"10.280164647423529","55.5","0"
"8.279657362326827","57","0"
"3.3292315752100126","58.5","0"
"5.788990822613309","60","0"
"10.297010850262216","61.5","0"
"8.235665729141678","63","0"
"3.3158554910610225","64.5","0"
"5.829582069664976","66","0"
"10.313391840853077","67.5","0"
"8.191019644828229","69","0"
"3.3027723822100548","70.5","0"
"5.87051532656833","72","0"
"10.329742277249695","73.5","0"
"8.146193685016415","75","0"
"3.2898952677654343","76.5","0"
"5.911425914230793","78","0"
"10.345863064379907","79.5","0"
"8.101569284324688","81","0"
"3.277643035874039","82.5","0"
"5.952196051161656","84","0"
"10.36132644352431","85.5","0"
"8.056979873113466","87","0"
"3.266290920688848","88.5","0"
"5.9930430663877114","90","0"
"10.376055536387717","91.5","0"
"8.012062743528508","93","0"
"3.255662989188171","94.5","0"
"6.034157677218183","96","0"
"10.390342086244187","97.5","0"
"7.966767628992192","99","0"
"3.2454657732644017","100.5","0"
"6.075464483786635","102","0"
"10.40437631759336","103.5","0"
"7.921348326440564","105","0"
"3.2356881847018877","106.5","0"
"6.116778189689271","108","0"
"10.418033056800759","109.5","0"
"7.875981754514487","111","0"
"3.226546566908252","112.5","0"
"6.158051485205973","114","0"
"10.431094482030007","115.5","0"
"7.8305668872491205","117","0"
"3.2181596869933733","118.5","0"
"6.199398702160358","120","0"
"10.443548765851073","121.5","0"
"7.784924341955687","123","0"
"3.2104225765157404","124.5","0"
"6.24090854627765","126","0"
"10.455545722377664","127.5","0"
"7.739047712109587","129","0"
"3.203196509577299","130.5","0"
"6.282530258170637","132","0"
"10.467169129239156","133.5","0"
"7.693074491584912","135","0"
"3.1964918351793252","136.5","0"
"6.32416773997033","138","0"
"10.47834210814036","139.5","0"
"7.647083529915193","141","0"
"3.1904157394064607","142.5","0"
"6.365801279293347","144","0"
"10.48895624097267","145.5","0"
"7.601021603665297","147","0"
"3.1850184888363313","148.5","0"
"6.407491984528173","150","0"
"10.4990174414511","151.5","0"
"7.554797050252494","153","0"
"3.180240453509205","154.5","0"
"6.449275337964897","156","0"
"10.508600616632503","157.5","0"
"7.5084251467739085","159","0"
"3.1760170753695034","160.5","0"
"6.4911222638380295","162","0"
"10.517744205664478","163.5","0"
"7.461973408142623","165","0"
"3.1723584570137104","166.5","0"
"6.532977074664514","168","0"
"10.526400898826903","169.5","0"
"7.415484708792496","171","0"
"3.1693195467105055","172.5","0"
"6.574835335158092","174","0"
"10.534518458303818","175.5","0"
"7.368925044862191","177","0"
"3.1669168535809704","178.5","0"
"6.616725628274666","180","0"
"10.542104769048576","181.5","0"
"7.322256962823283","183","0"
"3.1651200698356554","184.5","0"
"6.658659781444266","186","0"
"10.549200241447108","187.5","0"
"7.275493768534554","189","0"
"3.16389790206594","190.5","0"
"6.700621531950602","192","0"
"10.555816702929445","193.5","0"
"7.228675379572355","195","0"
"3.1632562639868396","196.5","0"
"6.742577368741922","198","0"
"10.56192951301636","199.5","0"
"7.181820029891313","201","0"
"3.163223245744674","202.5","0"
"6.78452532057989","204","0"
"10.567516002466961","205.5","0"
"7.1349183561093215","207","0"
"3.1638027898161196","208.5","0"
"6.8264786933232875","210","0"
"10.572578142519587","211.5","0"
"7.087947688985492","213","0"
"3.1649769086513397","214.5","0"
"6.868439458210454","216","0"
"10.57713860241513","217.5","0"
"7.040926755284037","219","0"
"3.1667293395340446","220.5","0"
"6.910394309382606","222","0"
"10.581200339011096","223.5","0"
"6.993880195484185","225","0"
"3.1690674746080014","226.5","0"
"6.952326491313867","228","0"
"10.584750539258284","229.5","0"
"6.94681392330095","231","0"
"3.1719991988265646","232.5","0"
"6.994231075908393","234","0"
"10.587778361345837","235.5","0"
"6.899728431543918","237","0"
"3.1755257442136946","238.5","0"
"7.036113976881198","240","0"
"10.590285776512092","241.5","0"
"6.852622241784333","243","0"
"3.179635776148946","244.5","0"
"7.077973222993945","246","0"
"10.592282640948739","247.5","0"
"6.805501760546797","249","0"
"3.1843223952981368","250.5","0"
"7.119796001197434","252","0"
"10.593772897132455","253.5","0"
"6.758384728976352","255","0"
"3.1895841232325113","256.5","0"
"7.161577383395819","258","0"
"10.594743732014043","259.5","0"
"6.711283467312613","261","0"
"3.1954293377150083","262.5","0"
"7.203307020587826","264","0"
"10.595190217497658","265.5","0"
"6.664195511507657","267","0"
"3.2018521250306127","268.5","0"
"7.244988362440545","270","0"
"10.595117281679142","271.5","0"
"6.617125296847746","273","0"
"3.208846078654725","274.5","0"
"7.286615988048547","276","0"
"10.594527881416006","277.5","0"
"6.5700836651437395","279","0"
"3.216407502515461","280.5","0"
"7.328182998077648","282","0"
"10.593423002327416","283.5","0"
"6.523081951016082","285","0"
"3.224533932564898","286.5","0"
"7.3696795363361565","288","0"
"10.591794759460022","289.5","0"
"6.476127053798959","291","0"
"3.233224383183867","292.5","0"
"7.411103631585735","294","0"
"10.589639210337145","295.5","0"
"6.429225380016968","297","0"
"3.24247688313403","298.5","0"
"8.270709911509508","1.5","1"
"3.3218697392310244","3","1"
"5.784445639814889","4.5","1"
"10.294342779171394","6","1"
"8.22751662985135","7.5","1"
"3.309897423183661","9","1"
"5.825890925876602","10.5","1"
"10.310652805182078","12","1"
"8.182955801596032","13.5","1"
"3.2966405989541347","15","1"
"5.867591980112704","16.5","1"
"10.328196826392507","18","1"
"8.139284001831264","19.5","1"
"3.283242091969047","21","1"
"5.908345361517692","22.5","1"
"10.345147504863121","24","1"
"8.096820571167843","25.5","1"
"3.2715309650015016","27","1"
"5.948590163431412","28.5","1"
"10.360284644062546","30","1"
"8.053998867936446","31.5","1"
"3.261555020581201","33","1"
"5.9894539341833415","34.5","1"
"10.37438392627688","36","1"
"8.009768222102785","37.5","1"
"3.251947204920569","39","1"
"6.0311678014686425","40.5","1"
"10.388754253762727","42","1"
"7.96478653446225","43.5","1"
"3.24198333433509","45","1"
"6.072971360098333","46.5","1"
"10.403453778051059","48","1"
"7.9201818461539055","49.5","1"
"3.23232820895434","51","1"
"6.114300835907675","52.5","1"
"10.4175146211178","54","1"
"7.876020193662082","55.5","1"
"3.2238481880279792","57","1"
"6.1554361447406984","58.5","1"
"10.43040454861162","60","1"
"7.831477106551808","61.5","1"
"3.2164772350716766","63","1"
"6.196942539190898","64.5","1"
"10.44259172963785","66","1"
"7.78609328629027","67.5","1"
"3.209514821260976","69","1"
"6.238881127646759","70.5","1"
"10.454711888560585","72","1"
"7.740268894260133","73.5","1"
"3.2026650144403486","75","1"
"6.2808438637722634","76.5","1"
"10.466722643755544","78","1"
"7.694568690245306","79.5","1"
"3.1963001322509306","81","1"
"6.322565616010917","82.5","1"
"10.478118372588968","84","1"
"7.648976411529498","85.5","1"
"3.1908269890047785","87","1"
"6.364219360526901","88.5","1"
"10.488675339509468","90","1"
"7.603070213108323","91.5","1"
"3.1861645175252318","93","1"
"6.406081563497155","94.5","1"
"10.498664589788552","96","1"
"7.556660856101311","97.5","1"
"3.181961837388082","99","1"
"6.448158631446278","100.5","1"
"10.508386737272803","102","1"
"7.509986860347388","103.5","1"
"3.178105355984087","105","1"
"6.490225350394126","106.5","1"
"10.51778658728875","108","1"
"7.463327156071417","109.5","1"
"3.1747976180525033","111","1"
"6.532163446040402","112.5","1"
"10.526600979518236","114","1"
"7.416656609984585","115.5","1"
"3.1722241664019175","117","1"
"6.574072465921189","118.5","1"
"10.53474219385521","120","1"
"7.369764299584701","121.5","1"
"3.170323646239052","123","1"
"6.616087439862658","124.5","1"
"10.542362015651717","126","1"
"7.322577289053249","127.5","1"
"3.1689225885901404","129","1"
"6.658194076386854","130.5","1"
"10.549599417210603","132","1"
"7.275238000360166","133.5","1"
"3.1679803366644568","135","1"
"6.700271144335978","136.5","1"
"10.556407088811751","138","1"
"7.227888362665809","139.5","1"
"3.1676055549753968","141","1"
"6.742267884322817","142.5","1"
"10.562650986248158","144","1"
"7.1805052139197","145.5","1"
"3.1678788178900366","147","1"
"6.7842360413537515","148.5","1"
"10.568298584087247","150","1"
"7.132987528157005","151.5","1"
"3.1687624254751574","153","1"
"6.826243130341867","154.5","1"
"10.573433659958388","156","1"
"7.085316578613512","157.5","1"
"3.1701674256007455","159","1"
"6.86826943890378","160.5","1"
"10.578112394154227","162","1"
"7.037572693251504","163.5","1"
"3.172084454884694","165","1"
"6.910250901793498","166.5","1"
"10.582308174957191","168","1"
"6.989831271937419","169.5","1"
"3.1745677223813047","171","1"
"6.952163371341377","172.5","1"
"10.58594905216794","174","1"
"6.942079994431642","175.5","1"
"3.177654928023797","177","1"
"6.9940364161224915","178.5","1"
"10.589026155213949","180","1"
"6.894268101346964","181.5","1"
"3.1813142855939667","183","1"
"7.03589911190233","184.5","1"
"10.591579894481152","186","1"
"6.846401999207984","187.5","1"
"3.1855120376352706","189","1"
"7.077733224726264","190.5","1"
"10.593637867306285","192","1"
"6.798528504925236","193.5","1"
"3.1902395599799798","195","1"
"7.119508200400049","196.5","1"
"10.595179375686797","198","1"
"6.75068556483673","199.5","1"
"3.195525435583998","201","1"
"7.161210733064905","202.5","1"
"10.59616795171343","204","1"
"6.70287022208496","205.5","1"
"3.2013869127827856","207","1"
"7.202853635770029","208.5","1"
"10.596600638528676","210","1"
"6.655064242715297","211.5","1"
"3.2078067432408823","213","1"
"7.244450707183788","214.5","1"
"10.596499119754256","216","1"
"6.6072730476331705","217.5","1"
"3.214761518503022","219","1"
"7.285988641447399","220.5","1"
"10.59587423720103","222","1"
"6.55952669822324","223.5","1"
"3.2222524705931654","225","1"
"7.327446247748727","226.5","1"
"10.594712192200632","228","1"
"6.511852299012655","229.5","1"
"3.230291919750927","231","1"
"7.368821554849434","232.5","1"
"10.592996229227186","234","1"
"6.46424492190557","235.5","1"
"3.238884547667361","237","1"
"7.4101150555591015","238.5","1"
"10.590723391423182","240","1"
"6.416702595663648","241.5","1"
"3.2480232086034895","243","1"
"7.451333649211917","244.5","1"
"10.587907477456993","246","1"
